index,City,Date,Card Type,Category,Gender,Amount
21957,Jaipur,2014-06-29,Signature,Entertainment,Male,110512
21958,Chennai,2015-04-30,Signature,Bills,Female,135996
21959,Pune,2014-05-31,Platinum,Entertainment,Male,138652
21960,Kanpur,2015-01-04,Gold,Food,Male,133866
21961,Lucknow,2015-01-08,Gold,Bills,Female,77196
21962,Hyderabad,2014-07-09,Silver,Fuel,Male,99558
21963,Kolkata,2013-11-03,Platinum,Food,Male,256643
21964,Surat,2014-11-30,Platinum,Entertainment,Male,267070
21965,Surat,2014-12-13,Silver,Food,Female,223354
21966,Surat,2013-12-28,Silver,Fuel,Female,1950
21967,Surat,2014-08-08,Signature,Bills,Male,91839
21968,Surat,2013-11-10,Silver,Fuel,Male,73348
21969,Chennai,2014-04-05,Platinum,Food,Female,151679
21970,Chennai,2014-08-03,Platinum,Food,Female,241569
21971,Jaipur,2015-04-28,Signature,Entertainment,Female,262307
21972,Pune,2015-01-15,Silver,Food,Female,115033
21973,Kanpur,2014-03-29,Gold,Food,Female,93529
21974,Kanpur,2014-06-16,Silver,Bills,Female,249451
21975,Hyderabad,2014-11-26,Gold,Entertainment,Female,160292
21976,Chennai,2013-10-12,Silver,Grocery,Female,248401
21977,Kolkata,2014-09-19,Platinum,Bills,Male,287797
21978,Surat,2013-12-18,Gold,Fuel,Male,7156
21979,Chennai,2015-01-15,Gold,Food,Female,67564
21980,Chennai,2015-01-04,Platinum,Bills,Male,211510
21981,Pune,2014-05-25,Platinum,Fuel,Male,289755
21982,Surat,2014-12-27,Gold,Food,Male,168526
21983,Pune,2015-01-22,Silver,Grocery,Female,16171
21984,Kanpur,2014-07-08,Signature,Fuel,Female,149124
21985,Kanpur,2014-05-13,Signature,Grocery,Female,253526
21986,Pune,2015-02-05,Platinum,Entertainment,Female,240271
21987,Kolkata,2014-09-12,Signature,Entertainment,Male,10646
21988,Surat,2015-04-30,Platinum,Fuel,Male,122481
21989,Kolkata,2013-12-04,Signature,Entertainment,Female,284227
21990,Hyderabad,2014-06-20,Platinum,Bills,Male,22710
21991,Kolkata,2015-01-15,Platinum,Food,Male,276148
21992,Surat,2015-02-11,Gold,Fuel,Female,158442
21993,Pune,2015-01-20,Gold,Food,Female,232802
21994,Hyderabad,2015-03-16,Gold,Grocery,Male,256000
21995,Jaipur,2014-02-23,Silver,Grocery,Male,169075
21996,Hyderabad,2015-05-19,Gold,Grocery,Male,193732
21997,Lucknow,2015-02-26,Silver,Entertainment,Male,47167
21998,Surat,2014-02-03,Gold,Food,Male,97007
21999,Kolkata,2014-12-18,Signature,Grocery,Male,126472
22000,Surat,2015-03-16,Platinum,Bills,Female,164777
22001,Surat,2015-02-26,Silver,Food,Male,191623
22002,Kolkata,2014-06-19,Signature,Grocery,Female,33347
22003,Lucknow,2014-04-19,Platinum,Grocery,Female,92504
22004,Hyderabad,2014-11-10,Gold,Food,Female,189767
22005,Kolkata,2015-04-17,Gold,Grocery,Female,108896
22006,Chennai,2014-10-03,Platinum,Fuel,Male,214526
22007,Surat,2015-03-19,Signature,Food,Female,10573
22008,Lucknow,2014-04-02,Gold,Grocery,Female,283549
22009,Lucknow,2014-05-07,Silver,Bills,Male,120631
22010,Pune,2013-11-07,Signature,Entertainment,Male,143180
22011,Chennai,2014-04-25,Silver,Entertainment,Female,116635
22012,Pune,2014-04-23,Gold,Bills,Male,84560
22013,Chennai,2014-09-20,Gold,Entertainment,Female,115613
22014,Lucknow,2014-09-13,Platinum,Food,Female,46011
22015,Chennai,2014-10-14,Gold,Bills,Male,63113
22016,Surat,2015-01-02,Silver,Food,Female,244494
22017,Jaipur,2015-04-13,Platinum,Food,Female,215328
22018,Kolkata,2015-04-28,Signature,Food,Male,111615
22019,Hyderabad,2014-10-18,Gold,Grocery,Female,287395
22020,Kolkata,2014-03-21,Silver,Bills,Female,106738
22021,Pune,2014-03-07,Signature,Fuel,Male,135579
22022,Chennai,2014-01-17,Gold,Grocery,Female,298114
22023,Chennai,2014-03-28,Signature,Entertainment,Female,253854
22024,Chennai,2014-10-04,Silver,Entertainment,Female,134412
22025,Jaipur,2014-04-06,Silver,Fuel,Male,34701
22026,Lucknow,2014-02-25,Signature,Grocery,Male,151820
22027,Kanpur,2013-12-21,Gold,Entertainment,Female,104630
22028,Chennai,2013-12-28,Silver,Bills,Female,42486
22029,Surat,2014-05-19,Gold,Bills,Female,31336
22030,Kanpur,2013-11-29,Gold,Fuel,Male,47466
22031,Kanpur,2014-12-25,Signature,Grocery,Female,278757
22032,Surat,2015-01-16,Gold,Fuel,Female,204149
22033,Pune,2014-07-06,Platinum,Entertainment,Male,114405
22034,Hyderabad,2014-05-30,Signature,Food,Male,170850
22035,Kanpur,2015-01-23,Platinum,Entertainment,Male,217698
22036,Kanpur,2015-01-21,Signature,Food,Female,294994
22037,Pune,2014-03-12,Platinum,Food,Male,33250
22038,Jaipur,2014-06-13,Signature,Food,Male,69182
22039,Lucknow,2014-09-14,Signature,Food,Female,223552
22040,Jaipur,2013-12-25,Platinum,Fuel,Male,250934
22041,Pune,2014-11-06,Signature,Fuel,Female,138071
22042,Lucknow,2014-10-07,Signature,Food,Female,283222
22043,Kanpur,2014-07-04,Silver,Entertainment,Male,148606
22044,Chennai,2015-04-12,Silver,Entertainment,Male,247043
22045,Jaipur,2015-01-12,Signature,Fuel,Male,171794
22046,Hyderabad,2014-05-17,Gold,Food,Female,257174
22047,Jaipur,2014-01-31,Gold,Entertainment,Female,104919
22048,Kanpur,2014-11-13,Signature,Food,Male,112174
22049,Lucknow,2015-03-03,Gold,Fuel,Female,199621
22050,Surat,2014-05-12,Silver,Fuel,Male,172744
22051,Chennai,2015-02-09,Platinum,Grocery,Male,125077
22052,Pune,2013-10-25,Silver,Food,Male,132106
22053,Lucknow,2013-12-18,Silver,Entertainment,Male,210163
22054,Surat,2015-04-15,Gold,Bills,Male,230784
22055,Pune,2014-05-12,Silver,Fuel,Female,8589
22056,Kanpur,2013-10-06,Signature,Food,Male,271103
22057,Kanpur,2015-04-26,Silver,Grocery,Female,243403
22058,Surat,2015-02-18,Silver,Entertainment,Male,208133
22059,Chennai,2014-02-27,Platinum,Grocery,Male,96810
22060,Hyderabad,2015-01-28,Silver,Food,Male,65627
22061,Hyderabad,2014-04-02,Signature,Food,Female,296571
22062,Kolkata,2014-08-17,Gold,Bills,Male,8490
22063,Kolkata,2014-12-05,Silver,Grocery,Female,237619
22064,Lucknow,2014-01-06,Platinum,Bills,Male,60292
22065,Chennai,2014-04-11,Gold,Bills,Male,220224
22066,Surat,2015-04-03,Silver,Food,Male,111029
22067,Chennai,2013-11-05,Signature,Food,Female,251293
22068,Chennai,2014-02-21,Signature,Fuel,Male,234222
22069,Kanpur,2013-12-22,Silver,Entertainment,Male,86358
22070,Kanpur,2015-02-10,Gold,Grocery,Male,95047
22071,Jaipur,2014-11-30,Platinum,Grocery,Female,101716
22072,Pune,2013-10-07,Silver,Grocery,Female,206730
22073,Pune,2014-04-02,Silver,Grocery,Female,2582
22074,Jaipur,2014-11-05,Silver,Bills,Female,137414
22075,Lucknow,2014-05-14,Platinum,Grocery,Male,263338
22076,Jaipur,2014-07-28,Signature,Fuel,Female,11906
22077,Surat,2015-04-12,Gold,Entertainment,Male,178159
22078,Chennai,2014-08-21,Gold,Food,Male,106701
22079,Lucknow,2013-11-12,Platinum,Bills,Female,186933
22080,Kanpur,2014-10-23,Platinum,Grocery,Male,250173
22081,Surat,2015-04-02,Gold,Entertainment,Male,93869
22082,Kanpur,2014-03-11,Signature,Grocery,Female,92375
22083,Lucknow,2014-06-08,Signature,Grocery,Male,50547
22084,Surat,2015-04-08,Silver,Food,Female,269671
22085,Chennai,2014-08-02,Gold,Food,Male,39777
22086,Jaipur,2014-12-11,Platinum,Food,Male,198085
22087,Lucknow,2013-10-22,Gold,Entertainment,Male,207941
22088,Kanpur,2014-03-22,Platinum,Food,Male,149945
22089,Kolkata,2014-02-11,Platinum,Bills,Male,53797
22090,Hyderabad,2014-05-08,Silver,Food,Female,170162
22091,Kanpur,2014-04-20,Signature,Entertainment,Male,76929
22092,Kolkata,2015-02-21,Platinum,Bills,Male,154942
22093,Chennai,2015-03-16,Signature,Food,Male,206382
22094,Lucknow,2014-02-22,Gold,Entertainment,Male,253390
22095,Kanpur,2013-11-20,Gold,Bills,Male,210475
22096,Kolkata,2015-04-20,Gold,Bills,Female,26194
22097,Hyderabad,2015-01-15,Platinum,Bills,Female,130469
22098,Surat,2015-03-04,Signature,Bills,Male,133982
22099,Jaipur,2014-02-14,Gold,Fuel,Female,131382
22100,Chennai,2015-05-09,Signature,Food,Female,111391
22101,Lucknow,2014-05-30,Platinum,Food,Male,115484
22102,Lucknow,2014-02-13,Gold,Food,Female,49108
22103,Kolkata,2013-12-30,Silver,Bills,Male,214524
22104,Hyderabad,2013-11-05,Silver,Fuel,Female,233183
22105,Kanpur,2014-11-19,Signature,Entertainment,Female,296433
22106,Kolkata,2014-01-22,Silver,Food,Male,288542
22107,Kanpur,2014-10-07,Gold,Fuel,Female,209368
22108,Kanpur,2015-03-01,Signature,Fuel,Male,221212
22109,Kolkata,2014-07-30,Silver,Fuel,Male,10198
22110,Kanpur,2013-12-02,Silver,Entertainment,Male,73579
22111,Pune,2015-05-21,Signature,Fuel,Male,279395
22112,Kanpur,2013-12-14,Gold,Food,Male,167034
22113,Jaipur,2015-01-30,Signature,Grocery,Female,108729
22114,Kolkata,2015-04-22,Platinum,Entertainment,Male,57987
22115,Lucknow,2015-04-17,Signature,Bills,Female,148782
22116,Surat,2014-12-08,Gold,Bills,Female,31583
22117,Hyderabad,2013-10-27,Silver,Bills,Female,83731
22118,Surat,2014-12-19,Gold,Food,Male,224699
22119,Kolkata,2014-09-24,Signature,Entertainment,Male,159071
22120,Hyderabad,2014-11-11,Platinum,Fuel,Male,233929
22121,Kolkata,2015-01-21,Platinum,Fuel,Female,52858
22122,Hyderabad,2015-01-14,Platinum,Grocery,Female,255502
22123,Chennai,2013-11-13,Signature,Grocery,Male,18892
22124,Jaipur,2013-11-07,Silver,Food,Female,81970
22125,Chennai,2014-01-08,Signature,Entertainment,Male,283621
22126,Kolkata,2014-10-28,Signature,Food,Male,242462
22127,Jaipur,2014-09-05,Gold,Entertainment,Female,205895
22128,Chennai,2013-12-02,Silver,Entertainment,Male,153542
22129,Jaipur,2014-12-28,Signature,Food,Male,98149
22130,Lucknow,2014-01-06,Platinum,Fuel,Male,243356
22131,Chennai,2014-09-01,Platinum,Grocery,Female,54469
22132,Lucknow,2014-06-22,Platinum,Grocery,Male,44255
22133,Chennai,2014-09-20,Silver,Fuel,Female,18162
22134,Kolkata,2014-12-15,Silver,Food,Male,113340
22135,Kanpur,2013-10-24,Platinum,Fuel,Female,284676
22136,Jaipur,2013-12-02,Gold,Fuel,Female,92859
22137,Hyderabad,2014-03-19,Platinum,Grocery,Female,167720
22138,Hyderabad,2014-03-26,Gold,Grocery,Female,82518
22139,Jaipur,2014-09-23,Signature,Bills,Male,179695
22140,Pune,2014-09-04,Signature,Bills,Female,244015
22141,Jaipur,2015-03-20,Gold,Bills,Male,43424
22142,Jaipur,2013-12-04,Gold,Grocery,Male,197232
22143,Chennai,2014-02-04,Platinum,Grocery,Male,228050
22144,Kolkata,2014-11-07,Gold,Grocery,Male,177286
22145,Hyderabad,2014-07-21,Signature,Grocery,Male,31059
22146,Chennai,2015-02-11,Signature,Fuel,Male,11264
22147,Kanpur,2015-01-10,Gold,Fuel,Female,251595
22148,Jaipur,2014-12-11,Signature,Fuel,Male,127257
22149,Surat,2014-08-31,Gold,Bills,Male,158171
22150,Kanpur,2015-02-24,Platinum,Bills,Female,203452
22151,Lucknow,2013-12-12,Signature,Entertainment,Male,56290
22152,Kanpur,2013-12-23,Gold,Bills,Male,4951
22153,Kolkata,2013-12-02,Silver,Grocery,Male,130349
22154,Lucknow,2013-11-21,Platinum,Entertainment,Female,218822
22155,Kolkata,2013-12-23,Gold,Bills,Male,275543
22156,Kolkata,2014-09-13,Gold,Food,Female,296740
22157,Pune,2014-04-30,Signature,Fuel,Female,182214
22158,Kanpur,2014-09-29,Signature,Fuel,Female,109587
22159,Jaipur,2015-05-18,Signature,Grocery,Male,246514
22160,Surat,2014-08-21,Platinum,Fuel,Male,223245
22161,Chennai,2014-05-05,Silver,Food,Male,38341
22162,Chennai,2014-10-27,Silver,Fuel,Female,74892
22163,Lucknow,2014-01-31,Silver,Grocery,Male,81385
22164,Kanpur,2014-06-13,Platinum,Fuel,Female,22618
22165,Chennai,2015-04-23,Silver,Food,Male,19471
22166,Pune,2015-01-09,Signature,Fuel,Female,199840
22167,Chennai,2014-09-26,Signature,Fuel,Male,214251
22168,Kolkata,2015-03-16,Platinum,Entertainment,Female,287069
22169,Surat,2014-12-24,Platinum,Bills,Male,208768
22170,Surat,2014-10-10,Silver,Food,Male,199571
22171,Pune,2014-08-07,Signature,Grocery,Female,73762
22172,Pune,2014-06-07,Silver,Bills,Female,257228
22173,Kolkata,2015-01-23,Signature,Bills,Male,220985
22174,Chennai,2014-05-12,Gold,Food,Female,127726
22175,Kanpur,2015-02-03,Platinum,Bills,Male,160365
22176,Lucknow,2015-04-10,Platinum,Food,Male,106450
22177,Hyderabad,2014-04-21,Silver,Fuel,Female,169381
22178,Lucknow,2014-10-09,Silver,Fuel,Female,173877
22179,Pune,2013-12-26,Signature,Fuel,Male,167827
22180,Surat,2015-04-21,Signature,Fuel,Female,84600
22181,Chennai,2014-08-20,Silver,Food,Female,21757
22182,Kolkata,2014-09-11,Silver,Bills,Female,239481
22183,Hyderabad,2015-01-01,Silver,Food,Male,278690
22184,Lucknow,2014-04-03,Signature,Fuel,Female,95117
22185,Pune,2015-02-04,Platinum,Bills,Male,82540
22186,Kolkata,2015-02-06,Platinum,Fuel,Female,111742
22187,Pune,2014-04-27,Signature,Fuel,Male,74668
22188,Kolkata,2014-10-17,Silver,Grocery,Female,138187
22189,Chennai,2015-02-21,Platinum,Bills,Male,102972
22190,Pune,2014-10-19,Signature,Bills,Male,29296
22191,Surat,2014-02-26,Platinum,Food,Female,2791
22192,Hyderabad,2014-12-03,Silver,Bills,Male,284284
22193,Jaipur,2014-11-01,Silver,Fuel,Female,265808
22194,Kanpur,2014-05-17,Gold,Entertainment,Male,38462
22195,Pune,2014-12-04,Platinum,Fuel,Male,51048
22196,Lucknow,2014-02-16,Platinum,Grocery,Female,256673
22197,Lucknow,2014-07-10,Signature,Entertainment,Male,86971
22198,Chennai,2013-11-24,Platinum,Bills,Male,47687
22199,Pune,2014-03-15,Gold,Grocery,Male,82057
22200,Kanpur,2014-02-27,Platinum,Food,Female,73859
22201,Kanpur,2015-04-09,Gold,Grocery,Female,299702
22202,Kanpur,2014-01-21,Platinum,Entertainment,Male,208728
22203,Pune,2014-03-02,Gold,Entertainment,Female,238144
22204,Kolkata,2014-10-28,Signature,Entertainment,Male,163918
22205,Hyderabad,2014-03-10,Signature,Grocery,Female,270402
22206,Chennai,2014-08-27,Signature,Bills,Female,40278
22207,Hyderabad,2015-01-11,Silver,Grocery,Male,237470
22208,Pune,2014-12-27,Platinum,Food,Female,211596
22209,Chennai,2013-12-16,Signature,Bills,Female,256018
22210,Hyderabad,2015-04-29,Signature,Food,Male,140224
22211,Hyderabad,2014-03-16,Platinum,Bills,Male,40302
22212,Hyderabad,2014-06-24,Silver,Entertainment,Female,297138
22213,Lucknow,2014-04-22,Platinum,Grocery,Female,272068
22214,Pune,2014-01-11,Signature,Bills,Male,14506
22215,Jaipur,2014-08-21,Signature,Entertainment,Male,198452
22216,Lucknow,2014-01-05,Signature,Grocery,Male,100476
22217,Chennai,2013-12-22,Gold,Food,Male,170154
22218,Jaipur,2015-05-25,Platinum,Food,Female,76182
22219,Surat,2015-03-29,Signature,Bills,Female,243930
22220,Pune,2014-04-27,Signature,Fuel,Female,144533
22221,Kolkata,2014-01-20,Gold,Food,Female,221106
22222,Kolkata,2014-11-21,Signature,Entertainment,Male,57785
22223,Jaipur,2015-03-21,Gold,Food,Female,158777
22224,Surat,2014-10-26,Silver,Bills,Female,226763
22225,Chennai,2014-09-20,Gold,Entertainment,Male,231493
22226,Kolkata,2014-01-06,Gold,Fuel,Male,238445
22227,Kanpur,2014-07-03,Signature,Bills,Female,10711
22228,Chennai,2014-10-07,Gold,Grocery,Female,64628
22229,Pune,2014-01-04,Silver,Fuel,Female,276392
22230,Pune,2013-12-02,Gold,Bills,Male,203913
22231,Kolkata,2014-03-15,Gold,Fuel,Female,276783
22232,Lucknow,2014-08-18,Silver,Grocery,Female,91221
22233,Lucknow,2013-12-11,Signature,Grocery,Female,277761
22234,Kanpur,2015-04-16,Gold,Bills,Male,77489
22235,Kolkata,2014-08-08,Platinum,Bills,Male,262130
22236,Surat,2014-10-22,Signature,Food,Female,95100
22237,Kolkata,2014-03-26,Silver,Fuel,Male,88546
22238,Kolkata,2015-02-19,Signature,Fuel,Female,247675
22239,Pune,2014-06-27,Platinum,Bills,Male,228459
22240,Jaipur,2014-08-03,Silver,Bills,Male,136051
22241,Pune,2013-11-01,Signature,Food,Male,158862
22242,Lucknow,2014-09-27,Signature,Bills,Female,6847
22243,Jaipur,2014-08-21,Signature,Fuel,Female,262094
22244,Kanpur,2013-11-04,Gold,Fuel,Male,81324
22245,Chennai,2014-01-02,Platinum,Grocery,Female,233546
22246,Lucknow,2014-12-23,Silver,Entertainment,Female,266329
22247,Chennai,2014-08-22,Signature,Grocery,Female,157235
22248,Pune,2014-11-27,Signature,Fuel,Male,146889
22249,Chennai,2015-02-28,Gold,Fuel,Male,28842
22250,Lucknow,2015-04-06,Signature,Grocery,Female,5509
22251,Kanpur,2014-06-14,Signature,Grocery,Male,19581
22252,Lucknow,2014-11-25,Platinum,Bills,Male,84428
22253,Pune,2015-02-02,Signature,Entertainment,Female,83288
22254,Hyderabad,2014-01-22,Silver,Fuel,Male,45293
22255,Hyderabad,2014-04-03,Silver,Fuel,Male,73784
22256,Kanpur,2014-03-25,Silver,Food,Male,154340
22257,Kolkata,2014-12-30,Platinum,Fuel,Male,189462
22258,Hyderabad,2013-11-24,Silver,Entertainment,Female,121229
22259,Hyderabad,2013-11-12,Silver,Fuel,Female,100883
22260,Hyderabad,2015-01-05,Silver,Grocery,Female,275619
22261,Hyderabad,2014-02-09,Signature,Grocery,Female,70535
22262,Jaipur,2014-05-06,Gold,Bills,Female,146104
22263,Kanpur,2014-10-19,Silver,Entertainment,Male,94074
22264,Chennai,2014-06-14,Platinum,Entertainment,Male,61968
22265,Pune,2014-09-18,Platinum,Fuel,Male,110404
22266,Lucknow,2015-04-04,Signature,Grocery,Male,246222
22267,Pune,2015-02-04,Gold,Food,Male,289729
22268,Pune,2014-06-21,Platinum,Bills,Male,298181
22269,Kolkata,2014-07-24,Platinum,Bills,Male,271212
22270,Kolkata,2014-09-09,Signature,Entertainment,Male,137973
22271,Kanpur,2013-12-30,Platinum,Grocery,Female,30214
22272,Jaipur,2014-10-28,Platinum,Food,Female,119088
22273,Jaipur,2014-02-13,Signature,Bills,Female,269796
22274,Hyderabad,2014-11-14,Gold,Fuel,Male,137565
22275,Lucknow,2014-11-29,Signature,Grocery,Male,214271
22276,Kolkata,2014-06-19,Platinum,Entertainment,Male,32928
22277,Hyderabad,2014-05-22,Platinum,Food,Male,288986
22278,Jaipur,2014-06-20,Signature,Entertainment,Female,128804
22279,Kanpur,2014-01-12,Signature,Bills,Female,219193
22280,Jaipur,2014-02-18,Platinum,Fuel,Male,118552
22281,Lucknow,2014-08-11,Platinum,Bills,Male,276080
22282,Lucknow,2014-05-15,Signature,Fuel,Female,295638
22283,Pune,2014-12-18,Platinum,Food,Female,170991
22284,Jaipur,2013-10-19,Gold,Bills,Male,161865
22285,Hyderabad,2014-09-21,Gold,Bills,Female,195784
22286,Jaipur,2015-04-12,Gold,Food,Male,127947
22287,Hyderabad,2015-02-04,Silver,Bills,Male,288703
22288,Pune,2014-01-23,Silver,Grocery,Female,7362
22289,Jaipur,2013-11-02,Gold,Food,Female,106028
22290,Hyderabad,2014-10-29,Platinum,Entertainment,Female,48832
22291,Lucknow,2013-12-22,Silver,Food,Female,240855
22292,Kanpur,2015-03-17,Silver,Entertainment,Female,142921
22293,Kolkata,2015-03-12,Platinum,Fuel,Female,49969
22294,Kolkata,2013-11-29,Gold,Entertainment,Male,137684
22295,Kolkata,2014-08-19,Signature,Grocery,Male,31481
22296,Kolkata,2014-10-24,Signature,Grocery,Male,9319
22297,Pune,2015-03-01,Platinum,Entertainment,Male,40868
22298,Kanpur,2013-10-15,Platinum,Bills,Female,254980
22299,Kolkata,2013-11-11,Platinum,Grocery,Male,258573
22300,Kolkata,2014-10-30,Platinum,Food,Female,148510
22301,Chennai,2014-07-21,Platinum,Food,Male,243253
22302,Kanpur,2014-10-23,Platinum,Entertainment,Male,286069
22303,Pune,2014-03-30,Silver,Food,Male,72493
22304,Lucknow,2013-12-16,Gold,Grocery,Female,269507
22305,Pune,2014-03-12,Platinum,Bills,Male,180998
22306,Pune,2013-12-18,Silver,Bills,Female,92897
22307,Chennai,2014-11-23,Signature,Entertainment,Female,24392
22308,Pune,2013-10-24,Signature,Bills,Female,62779
22309,Kolkata,2014-09-13,Signature,Grocery,Female,242557
22310,Kolkata,2014-07-13,Gold,Grocery,Female,179571
22311,Kolkata,2014-08-19,Gold,Fuel,Female,178453
22312,Kanpur,2014-09-21,Platinum,Food,Female,115496
22313,Jaipur,2015-01-30,Silver,Food,Male,246318
22314,Kanpur,2015-02-14,Signature,Fuel,Male,109399
22315,Kanpur,2014-04-22,Platinum,Food,Female,288507
22316,Kolkata,2014-06-06,Signature,Grocery,Male,244868
22317,Surat,2014-05-18,Silver,Entertainment,Male,45725
22318,Chennai,2014-11-05,Platinum,Grocery,Female,268384
22319,Jaipur,2015-01-08,Silver,Food,Male,264641
22320,Lucknow,2015-03-24,Silver,Bills,Male,37905
22321,Chennai,2014-11-05,Signature,Food,Female,120593
22322,Kolkata,2014-04-03,Signature,Food,Female,74009
22323,Pune,2015-05-21,Signature,Bills,Male,185258
22324,Kanpur,2015-01-14,Platinum,Bills,Female,282423
22325,Lucknow,2014-02-24,Gold,Fuel,Female,170436
22326,Lucknow,2014-03-13,Signature,Bills,Male,21627
22327,Chennai,2014-06-05,Silver,Entertainment,Female,10753
22328,Kolkata,2015-04-15,Platinum,Fuel,Female,41411
22329,Chennai,2014-04-09,Gold,Grocery,Female,21104
22330,Chennai,2015-04-21,Signature,Bills,Female,128615
22331,Kolkata,2014-07-27,Signature,Entertainment,Male,11526
22332,Surat,2015-01-26,Gold,Grocery,Male,23316
22333,Hyderabad,2014-06-13,Platinum,Food,Female,202518
22334,Kolkata,2015-03-31,Silver,Grocery,Female,158506
22335,Surat,2013-12-05,Silver,Bills,Male,6222
22336,Pune,2015-01-03,Platinum,Grocery,Male,40910
22337,Kolkata,2014-05-06,Platinum,Grocery,Male,117828
22338,Chennai,2014-07-09,Platinum,Entertainment,Male,148511
22339,Kolkata,2014-08-07,Signature,Entertainment,Female,174189
22340,Surat,2014-07-21,Platinum,Entertainment,Male,112720
22341,Hyderabad,2015-05-26,Platinum,Entertainment,Male,171338
22342,Lucknow,2014-06-23,Gold,Bills,Female,79236
22343,Jaipur,2013-11-01,Platinum,Entertainment,Male,165237
22344,Surat,2015-02-27,Signature,Bills,Male,59586
22345,Pune,2014-06-22,Gold,Food,Male,286134
22346,Hyderabad,2015-01-30,Platinum,Fuel,Female,19731
22347,Hyderabad,2014-03-13,Platinum,Food,Male,208646
22348,Surat,2015-04-04,Signature,Fuel,Female,298940
22349,Surat,2014-03-10,Silver,Fuel,Male,280719
22350,Pune,2014-05-06,Platinum,Entertainment,Male,37021
22351,Chennai,2014-11-26,Signature,Grocery,Female,6176
22352,Surat,2013-10-05,Silver,Entertainment,Male,81542
22353,Surat,2014-01-15,Silver,Bills,Female,8845
22354,Pune,2015-03-01,Platinum,Entertainment,Female,288759
22355,Jaipur,2014-12-31,Platinum,Food,Female,114797
22356,Kolkata,2014-03-06,Signature,Grocery,Male,163596
22357,Hyderabad,2015-02-27,Gold,Grocery,Male,124529
22358,Chennai,2015-05-11,Silver,Fuel,Male,30508
22359,Surat,2014-01-25,Platinum,Fuel,Female,177865
22360,Kolkata,2014-07-09,Signature,Entertainment,Female,33114
22361,Jaipur,2015-01-10,Platinum,Grocery,Male,12037
22362,Hyderabad,2014-10-16,Signature,Entertainment,Male,105563
22363,Chennai,2014-06-21,Platinum,Entertainment,Female,117192
22364,Kanpur,2014-09-18,Silver,Bills,Female,206488
22365,Hyderabad,2014-12-28,Signature,Entertainment,Female,127432
22366,Lucknow,2014-01-25,Signature,Entertainment,Female,149220
22367,Jaipur,2014-10-04,Signature,Grocery,Male,102605
22368,Pune,2014-04-27,Signature,Food,Male,154909
22369,Kanpur,2014-01-17,Silver,Grocery,Female,248045
22370,Kolkata,2014-10-13,Signature,Food,Female,100219
22371,Pune,2014-07-23,Platinum,Grocery,Female,214779
22372,Lucknow,2013-11-06,Gold,Food,Female,257840
22373,Pune,2014-08-14,Platinum,Food,Female,82542
22374,Lucknow,2014-06-30,Gold,Grocery,Female,183873
22375,Pune,2014-03-17,Signature,Food,Female,264549
22376,Lucknow,2014-05-07,Silver,Food,Male,204983
22377,Surat,2015-03-25,Platinum,Entertainment,Female,37019
22378,Pune,2014-10-02,Gold,Fuel,Male,55829
22379,Chennai,2013-10-26,Silver,Entertainment,Female,114398
22380,Jaipur,2014-05-19,Silver,Food,Male,82499
22381,Lucknow,2015-05-07,Gold,Bills,Male,248735
22382,Surat,2014-06-12,Signature,Fuel,Female,37936
22383,Jaipur,2015-05-18,Silver,Food,Male,86699
22384,Surat,2014-08-08,Silver,Grocery,Female,190870
22385,Hyderabad,2014-04-13,Platinum,Grocery,Female,92144
22386,Lucknow,2015-02-17,Signature,Grocery,Male,136212
22387,Lucknow,2015-01-31,Silver,Food,Male,253043
22388,Surat,2014-12-09,Silver,Food,Female,164375
22389,Hyderabad,2013-11-25,Signature,Bills,Male,120111
22390,Lucknow,2015-03-13,Silver,Grocery,Female,284553
22391,Jaipur,2014-06-12,Gold,Grocery,Female,125596
22392,Pune,2014-04-16,Platinum,Bills,Male,126784
22393,Lucknow,2015-03-21,Signature,Entertainment,Male,74003
22394,Lucknow,2015-03-28,Platinum,Entertainment,Male,247349
22395,Chennai,2015-03-31,Gold,Fuel,Male,245806
22396,Pune,2013-12-18,Silver,Fuel,Male,247664
22397,Jaipur,2015-02-17,Signature,Grocery,Female,88241
22398,Kolkata,2013-11-16,Silver,Bills,Female,64018
22399,Kanpur,2014-09-08,Signature,Grocery,Female,244340
22400,Kolkata,2014-07-04,Signature,Fuel,Male,94359
22401,Kanpur,2013-11-18,Platinum,Food,Male,161097
22402,Chennai,2014-07-27,Gold,Fuel,Female,63133
22403,Kanpur,2014-10-09,Signature,Entertainment,Male,133718
22404,Chennai,2014-01-11,Signature,Grocery,Female,55624
22405,Kanpur,2015-01-02,Platinum,Food,Male,288499
22406,Kanpur,2013-11-23,Gold,Grocery,Male,71529
22407,Jaipur,2015-01-31,Silver,Entertainment,Female,285281
22408,Jaipur,2014-08-11,Silver,Fuel,Male,249567
22409,Pune,2015-04-15,Signature,Fuel,Female,40823
22410,Jaipur,2013-10-29,Gold,Food,Male,52745
22411,Hyderabad,2015-05-16,Signature,Entertainment,Female,146191
22412,Chennai,2015-05-14,Signature,Bills,Female,3696
22413,Chennai,2014-09-20,Gold,Grocery,Male,149453
22414,Kanpur,2013-12-21,Platinum,Grocery,Female,118720
22415,Surat,2014-10-10,Silver,Entertainment,Female,80996
22416,Pune,2015-05-17,Gold,Fuel,Female,272040
22417,Pune,2015-01-12,Silver,Entertainment,Male,232300
